label_raw,text,label_ocean,key
Activity-Level,Are not always on the go,E,1
Activity-Level,Are not easily discouraged,E,-1
Anxiety,Are easily frustrated,N,-1
Anxiety,Are not relaxed most of the time,N,-1
Activity-Level,Can't manage many things at the same time,E,1
Activity-Level,Don't do a lot in your spare time,E,1
Activity-Level,Don't do too little work,E,-1
Anxiety,Don't get upset easily,N,1
Activity-Level,Don't hang around doing nothing,E,-1
Activity-Level,Don't have a slow pace to your life,E,-1
Anxiety,Don't have frequent mood swings,N,1
Activity-Level,Don't need a push to get started,E,-1
Anxiety,Don't often feel blue,N,1
Anxiety,Often get irritated,N,-1
Assertiveness,Are not good at making impromptu speeches,E,1
Neuroticism,Are easily bothered by things,N,-1
Neuroticism,Are not relaxed most of the time,N,-1
Friendliness,Don't avoid company,E,-1
Achievement-striving,Don't continue until everything is perfect,C,1
Achievement-striving,Don't do too little work,C,-1
Assertiveness,Like to draw attention to yourself,E,-1
Neuroticism,Worry about things that have already happened,N,-1
Friendliness,Don't enjoy being part of a group,E,1
Assertiveness,Don't find it difficult to manipulate others,E,-1
Neuroticism,Don't get stressed out easily,N,1
Assertiveness,Don't have a natural talent for influencing people,E,1
Achievement-striving,Don't have a slow pace to your life,C,-1
Neuroticism,Don't have frequent mood swings,N,1
Assertiveness,Don't have little to say,E,-1
Assertiveness,Don't keep in the background,E,-1
Friendliness,Hate to chat,E,1
Imagination,Hate to reflect on things,O,1
Neuroticism,Don't panic easily,N,1
Imagination,Often look for a deeper meaning in things,O,-1
Imagination,Don't see beauty in things that others might not notice,O,1
Achievement-striving,Don't work hard,C,1
Achievement-striving,Don't work too much,C,1
Excitement-seeking,Don't act wild and crazy,E,1
Cautiousness,Don't act without thinking,C,-1
Anxiety,Don't adapt easily to new situations,N,-1
Immoderation,Are not able to control your cravings,N,-1
Vulnerability,Are not calm even in tense situations,N,-1
Altruism,Are not concerned about others,A,1
Cooperation,Are not easy to satisfy,A,1
Altruism,Are not indifferent to the feelings of others,A,-1
Emotionality,Are easily affected by your emotions,O,-1
Cheerfulness,Are easily amused,E,-1
Sympathy,Are interested in other people's problems,A,-1
Depression,Are not often down in the dumps,N,1
Anger,Are not often in a bad mood,N,1
Emotionality,Are not passionate about causes,O,1
Self-efficacy,Are not sure of your ground,C,1
Depression,Are not very pleased with yourself,N,-1
Trust,Are not wary of others,A,-1
Cheerfulness,Don't areuse your friends,E,1
Altruism,Don't anticipate the needs of others,A,1
Cautiousness,Don't avoid mistakes,C,1
Vulnerability,Don't become overwhelmed by events,N,1
Sympathy,Don't believe in an eye for an eye,A,-1
Liberalism,Don't believe in one true religion,O,-1
Liberalism,Don't believe that criminals should receive help rather than punishment,O,1
Trust,Don't believe that others have good intentions,A,1
Trust,Don't believe that people are basically moral,A,1
Trust,Don't believe that people are essentially evil,A,-1
Liberalism,Don't believe that there is no absolute right or wrong,O,1
Dutifulness,Don't break your promises,C,-1
Vulnerability,Can't handle complex problems,N,-1
Vulnerability,Can make up your mind,N,1
Cooperation,Can stand confrontations,A,1
Sympathy,Can stand weak people,A,-1
Self-discipline,Don't carry out your plans,C,1
Morality,Don't cheat to get ahead,A,-1
Cautiousness,Don't choose your words with care,C,1
Self-efficacy,Don't come up with good solutions,C,1
Self-efficacy,Don't complete tasks successfully,C,1
Cooperation,Don't contradict others,A,-1
Achievement-striving,Don't demand quality,C,1
Modesty/Humility,Like being the center of attention,A,1
Excitement-seeking,Like loud music,E,-1
Adventurousness,Like new foods,O,-1
Modesty/Humility,Like talking about yourself,A,1
Imagination,Have a good imagination,O,-1
Orderliness,Don't do things according to a plan,C,1
Immoderation,Don't do things you later regret,N,1
Immoderation,Know why you do some of the things you do,N,1
Adventurousness,Like the idea of change,O,-1
Self-efficacy,See the consequences of things,C,-1
Emotionality,Understand people who get emotional,O,-1
Self-efficacy,Understand things,C,-1
Immoderation,Don't easily resist temptations,N,-1
Gregariousness,Don't enjoy being part of a group,E,1
Excitement-seeking,Don't enjoy being part of a loud crowd,E,1
Excitement-seeking,Don't enjoy being reckless,E,1
Emotionality,Don't enjoy examining yourself and your life,O,1
Self-efficacy,Don't excel in what you do,C,1
Emotionality,Don't experience your emotions intensely,O,1
Emotionality,Don't experience very few emotional highs and lows,O,-1
Cheerfulness,Don't express childlike joy,E,1
Anxiety,Don't fear for the worst,N,1
Depression,Don't feel comfortable with yourself,N,-1
Depression,Don't feel desperate,N,1
Emotionality,Don't feel others' emotions,O,1
Vulnerability,Don't feel that you are unable to deal with things,N,1
Depression,Don't feel that your life lacks direction,N,1
Cooperation,Don't get back at others,A,-1
Anxiety,Don't get caught up in your problems,N,1
Dutifulness,Don't get others to do your duties,C,-1
Vulnerability,Don't get overwhelmed by emotions,N,1
Immoderation,Don't go on binges,N,1
Achievement-striving,Don't go straight for the goal,C,1
Self-efficacy,Don't handle tasks smoothly,C,1
Cooperation,Don't hate to seem pushy,A,1
Altruism,Don't have a good word for everyone,A,1
Modesty/Humility,Don't have a high opinion of yourself,A,-1
Cheerfulness,Don't have a lot of fun,E,1
Depression,Don't have a low opinion of yourself,N,1
Cooperation,Don't have a sharp tongue,A,-1
Imagination,Don't have difficulty imagining things,O,-1
Self-discipline,Don't have difficulty starting tasks,C,-1
Depression,Don't have frequent mood swings,N,1
Self-efficacy,Don't have little to contribute,C,-1
Cooperation,Don't hold a grudge,A,-1
Imagination,Don't indulge in your fantasies,O,1
Cooperation,Don't insult people,A,-1
Adventurousness,Don't interested in many things,O,1
Gregariousness,Don't involve others in what you are doing,E,1
Anger,Don't keep your cool,N,-1
Dutifulness,Don't keep your promises,C,1
Vulnerability,Don't know how to cope,N,-1
Morality,Don't know how to get around the rules,A,-1
Self-efficacy,Don't know how to get things done,C,1
Modesty/Humility,Don't know the answers to many questions,A,-1
Cheerfulness,Don't laugh aloud,E,1
Cheerfulness,Don't laugh your way through life,E,1
Activity-Level,Don't let things proceed at their own pace,E,-1
Activity-Level,Don't like a leisurely lifestyle,E,-1
Adventurousness,Don't like to begin new things,O,1
Activity-Level,Don't like to take it easy,E,-1
Activity-Level,Don't like to take your time,E,-1
Dutifulness,Don't listen to your conscience,C,1
Cheerfulness,Don't look at the bright side of life,E,1
Altruism,Don't look down on others,A,-1
Anger,Don't lose your temper,N,1
Excitement-seeking,Hate action,E,1
Excitement-seeking,Hate excitement,E,1
Cheerfulness,Hate life,E,1
Orderliness,Hate order and regularity,C,1
Immoderation,Hate to eat,N,1
Altruism,Hate to help others,A,1
Modesty/Humility,Don't make yourself the center of attention,A,-1
Altruism,Don't make people feel uncomfortable,A,-1
Altruism,Don't make people feel welcome,A,1
Cautiousness,Don't make rash decisions,C,-1
Self-efficacy,Don't misjudge situations,C,-1
Dutifulness,Don't misrepresent the facts,C,-1
Self-discipline,Don't need a push to get started,C,-1
Immoderation,Spend more than you can afford,N,-1
Immoderation,Splurge,N,-1
Morality,Don't obstruct others' plans,A,-1
Immoderation,Don't often eat too much,N,1
Depression,Don't often feel blue,N,1
Vulnerability,Don't panic easily,N,1
Dutifulness,Don't pay your bills on time,C,1
Self-discipline,Don't postpone decisions,C,-1
Gregariousness,Prefer not to be alone,E,-1
Adventurousness,Prefer not to stick with things that you know,O,-1
Adventurousness,Don't prefer variety to routine,O,1
Morality,Don't pretend to be concerned for others,A,-1
Achievement-striving,Don't put little time and effort into your work,C,-1
Morality,Don't put people under pressure,A,-1
Cheerfulness,Don't radiate joy,E,1
Anger,Often complain,N,-1
Emotionality,Often notice your emotional reactions,O,-1
Immoderation,Often overindulge,N,-1
Activity-Level,Don't react quickly,E,1
Activity-Level,Don't react slowly,E,-1
Vulnerability,Don't readily overcome setbacks,N,-1
Vulnerability,Don't remain calm under pressure,N,-1
Cautiousness,Don't rush into things,C,-1
Excitement-seeking,Don't seek adventure,E,1
Excitement-seeking,Don't seek danger,E,1
Gregariousness,Don't seek quiet,E,-1
Assertiveness,Don't seek to influence others,E,1
Depression,Often feel blue,N,-1
Emotionality,Often get emotional,O,-1
Anger,Often get mad,N,-1
Cheerfulness,Often joke around,E,-1
Modesty/Humility,Often toot your own horn,A,1
Achievement-striving,Don't set high standards for yourself and others,C,1
Imagination,Don't spend time reflecting on things,O,1
Self-discipline,Don't start tasks right away,C,1
Cautiousness,Don't stick to your chosen path,C,1
Morality,Don't stick to the rules,A,1
Sympathy,Don't suffer from others' sorrows,A,1
Sympathy,Don't sympathize with the homeless,A,1
Morality,Don't take advantage of others,A,-1
Altruism,Don't take no time for others,A,-1
Dutifulness,Don't tell the truth,C,1
Modesty/Humility,Don't think highly of yourself,A,-1
Trust,Don't think that all will be well,A,1
Emotionality,Don't try to understand yourself,O,1
Altruism,Don't turn your back on others,A,-1
Achievement-striving,Don't turn plans into actions,C,1
Morality,Don't use flattery to get ahead,A,-1
Morality,Don't use others for your own ends,A,-1
Sympathy,Don't value cooperation over competition,A,1
Orderliness,Don't want everything to be just right,C,1
Gregariousness,Don't want to be left alone,E,-1
Excitement-seeking,Don't willing to try anything once,E,1
Excitement-seeking,Would go hang gliding or bungee jumping,E,-1
Cooperation,Don't yell at people,A,-1
Agreeableness,Are not easy to satisfy,A,1
Extraversion,Are not hard to get to know,E,-1
Neuroticism,Are easily frustrated,N,-1
Openness To Experience,Are interested in abstract ideas,O,-1
Openness To Experience,Are interested in theoretical discussions,O,-1
Neuroticism,Are not often down in the dumps,N,1
Agreeableness,Are not out for your own personal gain,A,-1
Neuroticism,Are not very pleased with yourself,N,-1
Extraversion,Don't avoid contacts with others,E,-1
Openness To Experience,Don't avoid philosophical discussions,O,-1
Openness To Experience,Don't believe in the importance of art,O,1
Agreeableness,Don't believe that you are better than others,A,-1
Agreeableness,Don't believe that others have good intentions,A,1
Openness To Experience,Don't believe that too much tax money goes to support artists,O,-1
Openness To Experience,Can't say things beautifully,O,1
Conscientiousness,Don't carry out your plans,C,1
Openness To Experience,Don't carry the conversation to a higher level,O,1
Extraversion,Don't cheer people up,E,1
Conscientiousness,Don't complete tasks successfully,C,1
Agreeableness,Don't contradict others,A,-1
Agreeableness,Don't cut others to pieces,A,-1
Neuroticism,Like yourself,N,1
Conscientiousness,Don't do just enough work to get by,C,-1
Openness To Experience,Enjoy going to art museums,O,-1
Openness To Experience,Like art,O,-1
Openness To Experience,Like poetry,O,-1
Conscientiousness,Put your mind on the task at hand,C,-1
Conscientiousness,See things through,C,-1
Openness To Experience,Don't enjoy hearing new ideas,O,1
Openness To Experience,Don't enjoy thinking about things,O,1
Openness To Experience,Don't enjoy wild flights of fantasy,O,1
Neuroticism,Don't fear for the worst,N,1
Conscientiousness,Don't finish what you start,C,1
Conscientiousness,Don't follow through with your plans,C,1
Openness To Experience,Don't get excited by new ideas,O,1
Openness To Experience,Don't have a rich vocabulary,O,1
Agreeableness,Don't have a sharp tongue,A,-1
Openness To Experience,Don't have a vivid imagination,O,1
Openness To Experience,Don't have difficulty understanding abstract ideas,O,-1
Extraversion,Don't keep others at a distance,E,-1
Conscientiousness,Don't leave things unfinished,C,-1
Agreeableness,Don't make demands on others,A,-1
Conscientiousness,Don't mess things up,C,-1
Conscientiousness,Don't need a push to get started,C,-1
Neuroticism,Don't often feel blue,N,1
Openness To Experience,Often look for a deeper meaning in things,O,-1
Neuroticism,Don't remain calm under pressure,N,-1
Agreeableness,Don't respect others,A,1
Extraversion,Don't retreat from others,E,-1
Neuroticism,Often get mad,N,-1
Agreeableness,Don't suspect hidden motives in others,A,-1
Openness To Experience,Don't tend to vote for conservative political candidates,O,-1
Openness To Experience,Don't tend to vote for liberal political candidates,O,1
Agreeableness,Don't treat all people equally,A,1
Agreeableness,Don't trust what people say,A,1
Extraversion,Don't warm up quickly to others,E,1
Gregariousness,Don't had someone over for dinner,E,1
Gregariousness,Don't planned a party,E,1
Gregariousness,Don't went to a large party,E,1
Gregariousness,Don't went to a small party,E,1
Adventurousness,Are not a bounty hunter,O,1
Altruism,Are not a counselor or therapist,A,1
Altruism,Are not a doctor or nurse,A,1
Adventurousness,Are not a long-distance bicycle rider,O,1
Adventurousness,Are not a military officer,O,1
Altruism,"Are not a minister, priest, rabbi or other religious teacher",A,1
Altruism,Are not a physical therapist,A,1
Adventurousness,Are not a police officer,O,1
Adventurousness,Are not a professional athlete,O,1
Adventurousness,Are not a racing car driver,O,1
Altruism,Are not a social worker,A,1
Altruism,Are not an elementary-school teacher,A,1
Altruism,Don't care for sick people,A,1
Adventurousness,Don't compete in athletic events,O,1
Altruism,Don't counsel persons who need help,A,1
Adventurousness,Don't engage in exciting adventures,O,1
Adventurousness,Don't face physical danger,O,1
Altruism,Don't help others learn new ideas,A,1
Altruism,Don't help people make career decisions,A,1
Altruism,Don't instruct parents on child care,A,1
Altruism,Don't participate in charity events,A,1
Altruism,Don't provide comfort and support to others,A,1
Adventurousness,Don't survive in the wilderness,O,1
Depression,Can get going,N,1
Depression,"Feel like eating, even though you should have been hungry.",N,1
Depression,Don't enjoy life,N,-1
Depression,Don't feel depressed,N,1
Depression,Don't feel fearful,N,1
Depression,Don't feel happy,N,-1
Depression,Don't feel hopeful about the future,N,-1
Depression,Don't feel lonely,N,1
Depression,Don't feel sad,N,1
Depression,Don't feel that everything you did was an effort,N,1
Depression,"Don't feel that you could not shake off the blues, even with help from your family or friends.",N,1
Depression,Don't feel that people disliked me,N,1
Depression,Don't have a poor appetite,N,1
Depression,Don't have crying spells,N,1
Depression,Don't have restless sleep,N,1
Depression,Don't have thoughts about death,N,1
Depression,Don't have trouble keeping your mind on what you was doing,N,1
Depression,Don't talk less than usual,N,1
Depression,Don't think about killing yourself,N,1
Depression,Don't think your life had been a failure,N,1
Depression,Are not bothered by things that usually don't bother me,N,1
Depression,Are not down in the dumps,N,1
Trust,Don't acknowledge others' accomplishments,A,1
Morality,Don't act according to your conscience,A,1
Self-efficacy,Are not afraid of many things,C,1
Trust,Are not nice to store clerks,A,1
Imagination,Are interested in abstract ideas,O,-1
Self-efficacy,Are not often down in the dumps,C,1
Neuroticism,Are not often in a bad mood,N,1
Self-efficacy,Don't become overwhelmed by events,C,1
Morality,Don't believe that the end justifies the means,A,-1
Self-efficacy,Can't manage many things at the same time,C,-1
Self-efficacy,Can't tackle anything,C,-1
Trust,Can be bothered with other's needs,A,-1
Morality,Don't care about justice,A,1
Trust,Don't disregard the opinions of others,A,-1
Morality,Don't do the opposite of what is asked,A,-1
Friendliness,Don't enjoy bringing people together,E,1
Imagination,Don't experience your emotions intensely,O,1
Trust,Don't feel little concern for others,A,-1
Self-efficacy,Don't feel that you are unable to deal with things,C,1
Imagination,Don't get lost in your dreams,O,1
Imagination,Don't get so involved with things that you forget the time,O,1
Friendliness,Don't have difficulty expressing your feelings,E,-1
Trust,Don't like to be of service to others,A,1
Morality,Don't listen to your conscience,A,1
Morality,Don't misuse power,A,-1
Self-efficacy,Don't need reassurance,C,1
Achievement-striving,Give up,C,1
Trust,Don't obstruct others' plans,A,-1
Trust,Don't pretend to be concerned for others,A,-1
Self-efficacy,Don't readily overcome setbacks,C,-1
Morality,Don't return extra change when a cashier makes a mistake,A,1
Morality,Don't stand behind your actions,A,1
Achievement-striving,Don't take control of things,C,1
Morality,Don't try to fool others,A,-1
Achievement-striving,Don't try to lead others,C,1
Trust,Don't try to maintain a pleasant atmosphere,A,1
Achievement-striving,Don't try to outdo others,C,1
Achievement-striving,Don't try to surpass others' accomplishments,C,1
Achievement-striving,Don't want to be in charge,C,1
Achievement-striving,Don't want to be the very best,C,1
Modesty/Humility,Are not humble about the good things that have happened to me,A,1
Modesty/Humility,Are not proud that you are an ordinary person,A,1
Modesty/Humility,Don't believe that others are drawn to you because you are humble,A,1
Modesty/Humility,Act is if you are a special person,A,1
Modesty/Humility,Brag about your accomplishments,A,1
Modesty/Humility,Call attention to yourself,A,1
Modesty/Humility,Don't feel that too much modesty gets a person in trouble,A,0
Modesty/Humility,Don't like to stand out in a crowd,A,-1
Modesty/Humility,Don't like to talk about yourself,A,-1
Modesty/Humility,Would be described as arrogant,A,1
